# Catalogo delle compagnie: da designatore ICAO a nome dell'operatore.
#
#   codice[/codice],forma breve,nome completo
#
# Questo file NON e' tuo: viene rifatto a ogni aggiornamento
# e le modifiche andrebbero perse. Le tue correzioni vanno in
# compagnie.csv, che vince sempre su questo.
#
# Fonte: vradarserver/standing-data (CC0, pubblico dominio).
# 5904 voci.
SCV,Servicios Aéreos,Servicios Aéreos Del Centro
SCX,Sun Country Airline,Sun Country Airlines
SDA,Sounds Air,Sounds Air
SDB,Sukhoi Design,Sukhoi Design Bureau Company
SDC,Sunrise Airlines,Sunrise Airlines
SDD,Skymaster Air Taxi,Skymaster Air Taxi
SDE,Q Jets Aviation,Q Jets Aviation Ltd.
SDF,Sundorph Aeronautic,Sundorph Aeronautical Corporation
SDG,Star Air,Star Air
SDH,Servicio De Helicop,Servicio De Helicopteros
SDJ,Club 328,Club 328
SDK,SADELCA - Sociedad,SADELCA - Sociedad Aérea Del Caquetá
SDL,Skydrift,Skydrift
SDM,Rossiya,Rossiya
SDN,Spirit of Africa,Spirit of Africa Airlines
SDO,Air Santo Domingo,Air Santo Domingo
SDP,Aero Sudpacifico,Aero Sudpacifico
SDR,Sundair,Sundair
SDS,United Kingdom,United Kingdom Civil Aviation Authority
SDU,Sud Airlines,Sud Airlines
SDV,Servicios Aéreos,Servicios Aéreos Del Vaupes
SDX,Servicio Tecnico,Servicio Tecnico Aero De Mexico
SDZ,Sudan Pezetel for,Sudan Pezetel for Aviation
SEA,Southeast Air,Southeast Air
SEB,Servicios Aéreos,Servicios Aéreos Luce
SEC,3D Aviation,3D Aviation
SED,Sedona Air Center,Sedona Air Center
SEE,Shaheen Air Cargo,Shaheen Air Cargo
SEF,Aero Servicios,Aero Servicios Ejecutivas Del Pacifico
SEG,Eagle International,Eagle International
SEH,Sky Express,Sky Express
SEI,Transportes Aéreos,Transportes Aéreos Sierra Madre
SEJ,Spicejet,Spicejet
SEK,Star East Airlines,Star East Airlines
SEL,Sentel Corporation,Sentel Corporation
SEM,Cape Central,Cape Central Airways
SEN,SevenAir,SevenAir
SEO,Selcon Airlines,Selcon Airlines
SEP,SereneAir,SereneAir
SEQ,Sky Eyes,Sky Eyes
SER,Aero California,Aero California
SES,Servicio Aéreo,Servicio Aéreo Saltillo
SET,SAETA,SAETA
SEU,SkyUp Europe,SkyUp Europe
SEV,Serair Transworld,Serair Transworld Press
SEW,Skyward Airlines,Skyward Airlines
SEY,Air Seychelles,Air Seychelles
SFA,SEFA,SEFA
SFB,Nexus Airlines,Nexus Airlines
SFC,Shuswap Flight,Shuswap Flight Centre
SFE,Sefofane Air,Sefofane Air Charters
SFF,Safewings Aviation,Safewings Aviation Company
SFG,Spree Flug,Spree Flug
SFJ,Star Flyer,Star Flyer
SFL,Southflight Aviatio,Southflight Aviation
SFM,A-Safar Air Service,A-Safar Air Services
SFN,Safiran Airlines,Safiran Airlines
SFP,Safe Air,Safe Air
SFR,Safair,Safair
SFS,Swiss Flight,Swiss Flight Services
SFT,Skyfreight,Skyfreight
SFU,Solent Flight,Solent Flight
SFX,S.K. Logistics,S.K. Logistics
SFY,Gulf Flite Center,Gulf Flite Center
SGA,SkyGuard,SkyGuard
SGB,Sky King,"Sky King, Inc."
SGC,Southern Right Air,Southern Right Air Charter
SGD,Sky Gate Internatio,Sky Gate International Aviation
SGF,STAC Swiss Governme,STAC Swiss Government Flights
SGH,Servisair,Servisair
SGI,Servicios Aéreos,Servicios Aéreos Agrícolas
SGK,Skyward Aviation,Skyward Aviation
SGM,Sky Aircraft,Sky Aircraft Service
SGN,Siam GA,Siam GA
SGP,Sagolair Transporte,Sagolair Transportes Ejecutivos
SGQ,SaudiGulf Airlines,SaudiGulf Airlines
SGR,SkyGreece Airlines,SkyGreece Airlines
SGS,Saskatchewan,Saskatchewan Government Executive Air Service
SGT,Skygate,Skygate
SGU,Sol del Paraguay,Sol del Paraguay Lineas Aereas
SGV,Aerosegovia,Aerosegovia
SGX,Saga Airlines,Saga Airlines
SGY,Skagway Air Service,Skagway Air Service
SHA,Shree Airlines,Shree Airlines
SHB,Shabair,Shabair
SHC,Sky Harbor Air,Sky Harbor Air Service
SHD,Sahara Airlines,Sahara Airlines
SHE,Shell Aircraft,Shell Aircraft
SHF,Royal Air Force,Royal Air Force
SHG,Shoprite Group,Shoprite Group
SHH,Sky High,Sky High
SHI,Sepehran Airlines,Sepehran Airlines
SHJ,Sharjah Ruler's,Sharjah Ruler's Flight
SHK,Shorouk Air,Shorouk Air
SHL,Samson Aviation,Samson Aviation
SHM,Sheltam Aviation,Sheltam Aviation
SHN,Shaheen Airport,Shaheen Airport Services
SHO,Sheremetyevo-Cargo,Sheremetyevo-Cargo
SHP,Service Aerien,Service Aerien Francais
SHQ,Shanghai Airlines,Shanghai Airlines Cargo
SHS,Shura Air Transport,Shura Air Transport Services
SHT,British Airways,British Airways Shuttle
SHU,Sakhalinskie,Sakhalinskie Aviatrassy (SAT)
SHV,Shavano Air,Shavano Air
SHW,Shawnee Airline,Shawnee Airline
SHX,Slim Aviation,Slim Aviation Services
SHY,Sky Airlines,Sky Airlines
SIA,Singapore Airlines,Singapore Airlines
SIB,Sibaviatrans,Sibaviatrans
SID,Sideral Linhas,Sideral Linhas Aéreas
SIE,Sierra Express,Sierra Express
SIF,Air Sial,Air Sial
SIH,Skynet Airlines,Skynet Airlines
SII,Aero Servicios,Aero Servicios Ejecutivos Internacionales
SIJ,Seco International,Seco International
SIM,Star Air,Star Air
SIO,Sirio,Sirio
SIP,Air Spirit,Air Spirit
SIR,Salair,Salair
SIS,Silver Air,Silver Air
SIT,SITA,SITA
SIV,Slovenian Armed,Slovenian Armed Forces
SIW,Sirio Executive,Sirio Executive
SIY,Aerosiyusa,Aerosiyusa
SIZ,Aero Silza,Aero Silza
SJA,Servicios Aéreos,Servicios Aéreos Especiales De Jalisco
SJC,Servicios Ejecutivo,Servicios Ejecutivos Continental
SJD,Sino Jet,Sino Jet
SJE,Sunair 2001,Sunair 2001
SJI,Smart Jet Internati,Smart Jet International
SJJ,Spirit Aviation,Spirit Aviation
SJL,Servicios Especiale,Servicios Especiales Del Pacifico Jalisco
SJM,Sino Jet,Sino Jet
SJN,Air San Juan,Air San Juan
SJO,Spring Airlines,Spring Airlines Japan
SJT,Swiss Jet,Swiss Jet
SJV,Super Air Jet,Super Air Jet
SJX,STARLUX Airlines,STARLUX Airlines
SJY,Sriwijaya Air,Sriwijaya Air
SKA,Rio Air Express,Rio Air Express
SKC,Skymaster Airlines,Skymaster Airlines
SKD,Sky Harbor Air,Sky Harbor Air Service
SKE,Sky Tours,Sky Tours
SKF,Skycraft,Skycraft
SKG,Skycraft Air,Skycraft Air Transport
SKH,British Sky Broadca,British Sky Broadcasting
SKI,SkyKing Turks and,SkyKing Turks and Caicos Airways
SKK,ASKY Airlines,ASKY Airlines
SKL,Skycharter (Malton),Skycharter (Malton)
SKM,Fayetteville,Fayetteville Flying Service and Scheduled Skyways System
SKN,Skyline Aviation,Skyline Aviation Services
SKO,Scottish Airways,Scottish Airways Flyers
SKP,Skytrans Airlines,Skytrans Airlines
SKQ,Labcorp,Labcorp
SKR,Skyscapes Air,Skyscapes Air Charters
SKS,Sky Service,Sky Service
SKT,SkyStar Airways,SkyStar Airways
SKU,Sky Airline,Sky Airline
SKV,Skyside,Skyside
SKW,SkyWest Airlines,SkyWest Airlines
SKX,Sky Airline Peru,Sky Airline Peru
SKY,Skymark Airlines,Skymark Airlines
SKZ,Skyway Enterprises,Skyway Enterprises
SLA,Sierra National,Sierra National Airlines
SLB,Slok Air,Slok Air
SLD,Silver Air,Silver Air
SLE,Streamline,Streamline
SLF,Starfly,Starfly
SLG,Saskatchewan,Saskatchewan Government
SLH,Silverhawk Aviation,Silverhawk Aviation
SLI,Aeroméxico Connect,Aeroméxico Connect
SLJ,Slam Lavori Aerei,Slam Lavori Aerei
SLL,Slovak Airlines,Slovak Airlines
SLM,Surinam Airways,Surinam Airways
SLN,Sloane Helicopters,Sloane Helicopters
SLO,Edgartown Air,Edgartown Air
SLP,Salpa Aviation,Salpa Aviation
SLQ,SkyLink Express,SkyLink Express
SLS,Servicios Aéreos,Servicios Aéreos Slainte
SLU,Avio Sluzba,Avio Sluzba
SLV,Stella Aviation,Stella Aviation
SLW,Salama Airlines,Salama Airlines Nigeria
SLX,Sete Linhas Aéreas,Sete Linhas Aéreas
SLY,Sky Line for Air,Sky Line for Air Services
SLZ,Super Luza,Super Luza
SMA,SMA Airlines,SMA Airlines
SMC,Sabang Merauke,Sabang Merauke Raya Air Charter
SMD,Servicios Aéreos,Servicios Aéreos La Marquesa
SME,Smart Aviation,Smart Aviation Company
SMF,San Marino Executiv,San Marino Executive Aviation
SMG,RAF St Mawgan,RAF St Mawgan Search and Rescue
SMH,Smithair,Smithair
SMI,Aero Sami,Aero Sami
SMJ,Avient Aviation,Avient Aviation
SMK,Semeyavia,Semeyavia
SML,Smith Air (1976),Smith Air (1976)
SMM,Summit Airlines,Summit Airlines
SMQ,Samar Air,Samar Air
SMR,Somon Air,Somon Air
SMS,Linhas Aéreas,Linhas Aéreas Santomenses
SMT,Skyline,Skyline
SMU,Sanborn Map Company,Sanborn Map Company
SMX,Alitalia Express,Alitalia Express
SMY,Sama Airlines,Sama Airlines
SMZ,RAF Scampton,RAF Scampton
SNA,Senator Aviation,Senator Aviation Charter
SNC,Air Cargo Carriers,Air Cargo Carriers
SND,Air Samarkand,Air Samarkand
SNE,Servicios Aéreos,Servicios Aéreos De Nicaragua (SANSA)
SNF,Shans Air,Shans Air
SNG,Longjiang Airlines,Longjiang Airlines
SNH,Senair Services,Senair Services
SNI,Savanah Airlines,Savanah Airlines
SNJ,Solaseed Air,Solaseed Air
SNK,Southeast Airlines,Southeast Airlines (Sun Jet International)
SNL,Soonair Lines,Soonair Lines
SNM,Servizi Aerei,Servizi Aerei
SNO,Delta Air Charter,Delta Air Charter
SNP,Sun Pacific Interna,Sun Pacific International
SNQ,Sun Quest Executive,Sun Quest Executive Air Charter
SNS,Societe Centrafrica,Societe Centrafricaine De Transport Aerien
SNT,Suncoast Aviation,Suncoast Aviation
SNU,Snunit Aviation,Snunit Aviation
SNV,Sudanese States,Sudanese States Aviation
SNW,Sun West Airlines,Sun West Airlines
SNX,Sun Air Aviation,Sun Air Aviation Services
SNY,Air Sandy,Air Sandy
SOB,Stabo Freight,Stabo Freight
SOC,Southern Cargo Air,Southern Cargo Air Lines
SOD,Aerolíneas Sol,Aerolíneas Sol
SOE,Air Soleil,Air Soleil
SOH,Southern Ohio,Southern Ohio Aviation Sales
SOI,Southern Aviation,Southern Aviation
SOL,Solomon Airlines,Solomon Airlines
SOM,Somali Airlines,Somali Airlines
SON,ACASS Ireland,ACASS Ireland
SOO,Southern Air,Southern Air
SOP,Solinair,Solinair
SOR,Sonair Servico,Sonair Servico Aéreo
SOT,Southeast Correct,Southeast Correct Craft
SOU,Southern Airways,Southern Airways
SOW,Sowind Air,Sowind Air
SOX,Solid Air,Solid Air
SOY,Island Aviation,Island Aviation
SOZ,Sat Airlines,Sat Airlines
SPA,Sierra Pacific,Sierra Pacific Airlines
SPB,Springbok Classic,Springbok Classic Air
SPC,Skyworld Airlines,Skyworld Airlines
SPD,Sky Prime Aviation,Sky Prime Aviation
SPE,Sprague Electric,Sprague Electric Company
SPF,Space World Airline,Space World Airline
SPG,Springdale Air,Springdale Air Service
SPH,Sapphire Executive,Sapphire Executive Air
SPI,South Pacific,South Pacific Island Airways
SPJ,Air Service,Air Service
SPK,Diamond Aviation,Diamond Aviation
SPL,Servicios Corporati,Servicios Corporativos Aéreos De La Laguna
SPM,Air Saint Pierre,Air Saint Pierre
SPN,Skorpion Air,Skorpion Air
SPO,Aeroservicios,Aeroservicios Ejecutivos Del Pacifico
SPP,Sapphire Aviation,Sapphire Aviation
SPQ,Sun PhuQuoc Airways,Sun PhuQuoc Airways
SPR,Provincial Airlines,Provincial Airlines
SPS,SPASA,SPASA
SPT,Speed Aviation,Speed Aviation
SPU,Southeast Airmotive,Southeast Airmotive
SPV,Servicios Privados,Servicios Privados De Aviación
SPW,Speedwings,Speedwings
SPX,Service People,Service People Gesellschaft für Charter und Service
SPY,Asian Aerospace,Asian Aerospace Service
SPZ,Airworld,Airworld
SQA,Slovak National,Slovak National Aeroclub
SQC,Singapore Airlines,Singapore Airlines Cargo
SQF,Slovak Air Force,Slovak Air Force
SQL,Servicos De Alquile,Servicos De Alquiler
SQP,SkyUp Airlines,SkyUp Airlines
SQR,Alsaqer Aviation,Alsaqer Aviation
SQY,Vision Air,Vision Air
SRA,Sair Aviation,Sair Aviation
SRC,Searca,Searca
SRD,Search and Rescue,Search and Rescue 22
SRE,Fly Jetstream,Fly Jetstream Aviation
SRF,Transportes Aéreos,Transportes Aéreos San Rafael
SRG,Search and Rescue,Search and Rescue 202
SRI,Air Safaris and,Air Safaris and Services
SRJ,C Air Jet Airlines,C Air Jet Airlines
SRL,Servicios Aeronáuti,Servicios Aeronáuticos Aero Personal
SRN,SprintAir,SprintAir
SRO,Servicios Aéreos,Servicios Aéreos Ejecutivos Saereo
SRP,Polizeihubschaubers,Polizeihubschauberstaffel Rheinland-Pfalz
SRQ,Cebgo,Cebgo
SRR,Maersk Air Cargo,Maersk Air Cargo
SRS,Selkirk Remote,Selkirk Remote Sensing
SRT,Trans Asian Airline,Trans Asian Airlines
SRU,Star Up,Star Up
SRV,Aero Servicio,Aero Servicio Corporativo
SRW,Sarit Airlines,Sarit Airlines
SRX,Sierra Expressway,Sierra Expressway Airlines
SRY,As-Aero,As-Aero
SRZ,Strato Air Services,Strato Air Services
SSB,Sasair,Sasair
SSC,Southern Seaplane,Southern Seaplane
SSD,Star Service,Star Service International
SSE,Servicios Aéreos,Servicios Aéreos Sunset
SSF,Severstal,Severstal
SSG,Slovak Government,Slovak Government Flying Service
SSH,Heritage Flight,Heritage Flight (Valley Air Services)
SSI,Vision Airlines,Vision Airlines
SSJ,KrasAvia,KrasAvia
SSK,Skystar Internation,Skystar International
SSL,Air Sultan,Air Sultan
SSN,Airquarius Air,Airquarius Air Charter
SSO,Special Scope,Special Scope Limited
SSP,Starspeed,Starspeed
SSQ,Sunstate Airlines,Sunstate Airlines
SSR,Sardinian Sky,Sardinian Sky
SSS,SAESA,SAESA
SST,Sunwest Airlines,Sunwest Airlines
SSU,SASCA,SASCA
SSV,Anda Air,Anda Air
SSW,Streamline Aviation,Streamline Aviation
SSX,Lynx Aviation,Lynx Aviation
SSY,Sky Aviation,Sky Aviation
SSZ,Specsavers Aviation,Specsavers Aviation
STA,Star Aviation,Star Aviation
STB,St. Barth Executive,St. Barth Executive
STC,Stadium City,Stadium City Limited
STD,Servicios De,Servicios De Aerotransportacion De Aguascalientes
STE,Semitool Europe,Semitool Europe
STF,SFT-Sudanese Flight,SFT-Sudanese Flight
STG,"Sedalia, Marshall","Sedalia, Marshall, Boonville Stage Line"
STH,South-Airlines,South-Airlines
STI,Sontair,Sontair
STJ,Sella Aviation,Sella Aviation
STK,Stobart Air,Stobart Air
STL,Stapleford Flight,Stapleford Flight Centre
STM,Skystream Airlines,Skystream Airlines
STN,RAF St Athan,RAF St Athan
STO,Streamline Ops,Streamline Ops
STP,STP Airways,STP Airways
STQ,Star Wings Dortmund,Star Wings Dortmund
STR,Red Star,Red Star
STT,Western Aircraft,Western Aircraft
STU,Star African Air,Star African Air
STV,Southern Aviation,Southern Aviation
STW,Southwind,Southwind
STX,Stars Away Aviation,Stars Away Aviation
STY,Styrian Airways,Styrian Airways
SUA,Silesia Air,Silesia Air
SUB,Suburban Air,Suburban Air Freight
SUD,Sudan Airways,Sudan Airways
SUE,Su Airlines,Su Airlines
SUF,Sun Air (Fiji),Sun Air (Fiji)
SUG,Sunu Air,Sunu Air
SUH,Sun Light,Sun Light
SUI,Swiss Air Force,Swiss Air Force
SUK,Superior Aviation,Superior Aviation Services
SUM,State Unitary Air,State Unitary Air Enterprise
SUN,Antillana De,Antillana De Navegación Aérea
SUO,Aeroservicios De,Aeroservicios De San Luis
SUP,Aerosuper,Aerosuper
SUR,Sun Air,Sun Air
SUS,Sun Air of Scandina,Sun Air of Scandinavia
SUT,Sistemas Aeronauuti,Sistemas Aeronauuticos 2000
SUU,Star West Aviation,Star West Aviation
SUV,Sundance Air,Sundance Air
SUW,Astair,Astair
SUY,Aerial Surveys,Aerial Surveys (1980) Limited
SVA,Saudia,Saudia
SVB,Siavia,Siavia
SVC,Serve Air Cargo,Serve Air Cargo
SVD,St. Vincent Grenadi,St. Vincent Grenadines Air (1990)
SVE,Aero Servicios,Aero Servicios Expecializados
SVF,Swedish Armed,Swedish Armed Forces
SVH,Sterling Helicopter,Sterling Helicopters
SVI,Sky Vision Airlines,Sky Vision Airlines
SVK,Air Slovakia,Air Slovakia
SVL,Sevastopol-Avia,Sevastopol-Avia
SVM,Aeroservicios,Aeroservicios Monterrey
SVN,Savanair (Angola),Savanair (Angola)
SVO,Servicios Aeronáuti,Servicios Aeronáuticos De Oriente
SVR,Ural Airlines,Ural Airlines
SVS,SAS Link,SAS Link
SVT,Seven Four Eight,Seven Four Eight Air Services
SVW,Global Jet Luxembou,Global Jet Luxembourg
SVX,Security Aviation,Security Aviation
SVY,Cooper Aerial,Cooper Aerial Surveys
SWA,Southwest Airlines,Southwest Airlines
SWB,Swissboogie Parapro,Swissboogie Parapro
SWC,South West Air,South West Air
SWD,Southern Winds,Southern Winds Airlines
SWE,Svenskt Ambulansfly,Svenskt Ambulansflyg
SWF,Galair Internationa,Galair International
SWG,Sunwing Airlines,Sunwing Airlines
SWH,Adler Aviation,Adler Aviation
SWI,Sunworld Airlines,Sunworld Airlines
SWJ,Stateswest Airlines,Stateswest Airlines
SWK,General Aerospace,General Aerospace
SWL,Trans Jet Airways,Trans Jet Airways
SWM,Sky Angkor Airlines,Sky Angkor Airlines
SWN,West Atlantic,West Atlantic
SWO,Surinam Internation,Surinam International Victory Airline
SWP,Star Work Sky,Star Work Sky
SWQ,iAero Airways,iAero Airways
SWR,Swiss,Swiss
SWS,Sunwest Aviation,Sunwest Aviation (Lindquist Investment)
SWT,Swiftair,Swiftair
SWU,SkyAlps,SkyAlps
SWV,Swe Fly,Swe Fly
SWW,Swiss Private Jet,Swiss Private Jet
SWX,Swazi Express,Swazi Express Airways
SWY,Sky Jet,Sky Jet
SWZ,Skywise,Skywise
SXA,Southern Cross,Southern Cross Aviation
SXC,Sky Exec Aviation,Sky Exec Aviation Services
SXD,SunExpress Germany,SunExpress Germany
SXE,Southeast Express,Southeast Express Airlines
SXI,Southern Cross,Southern Cross International
SXM,Servicios Aéreos,Servicios Aéreos Especializados Mexicanos
SXN,SaxonAir,SaxonAir
SXS,SunExpress,SunExpress
SXT,Servicios De Taxi,Servicios De Taxi Aéreo
SXX,Satellite Aero,Satellite Aero
SXY,Safari Express,Safari Express Cargo
SYA,Skyways,Skyways
SYB,Skyservice Business,Skyservice Business Aviation
SYC,Systec 2000,Systec 2000
SYE,Sheba Aviation,Sheba Aviation
SYF,Sky One Express,Sky One Express Airlines
SYG,Ascend Airways,Ascend Airways
SYH,Sky Handling,Sky Handling
SYI,Sonalysts,Sonalysts
SYJ,Slate Falls Airways,Slate Falls Airways
SYK,Satsair,Satsair
SYL,Aircompany Yakutia,Aircompany Yakutia
SYN,Syncrude Canada,Syncrude Canada
SYR,Syrian Arab Airline,Syrian Arab Airlines
SYS,Shawbury Flying,Shawbury Flying Training Unit
SYT,Aerosud Aviation,Aerosud Aviation
SYV,Special Aviation,Special Aviation Systems
SYX,Skywalk Airlines,Skywalk Airlines
SYY,South African,South African Historic Flight
SZA,Astro Air,Astro Air
SZB,Samoa Air,Samoa Air
SZJ,Spring Jet,Spring Jet
SZL,Eswatini Air,Eswatini Air
SZN,Air Senegal,Air Senegal
SZS,SAS Connect,SAS Connect
SZT,Servicios Aeronáuti,Servicios Aeronáuticos Z
TAA,Aeroservicios de,Aeroservicios de La Costa
TAC,Turbot Air Cargo,Turbot Air Cargo
TAD,Transporte Aéreo,Transporte Aéreo Dominicano
TAE,TAME,TAME
TAG,TAG Aviation USA,TAG Aviation USA
TAH,Air Anka,Air Anka
TAI,Avianca El Salvador,Avianca El Salvador
TAJ,Tunisavia,Tunisavia
TAK,Tatarstan Airlines,Tatarstan Airlines
TAL,Talair,Talair
TAM,TAM Brazilian,TAM Brazilian Airlines
TAN,Zanair,Zanair
TAP,TAP Portugal,TAP Portugal
TAR,Tunisair,Tunisair
TAS,Lotus Air,Lotus Air
TAT,Grupo TACA,Grupo TACA
TAU,Transportes Aéreos,Transportes Aéreos Tauro
TAV,Compañía de Servici,Compañía de Servicios Aéreos Tavisa
TAX,Thai AirAsia X,Thai AirAsia X
TAY,ASL Airlines,ASL Airlines Belgium
TBA,Xizang Airlines,Xizang Airlines
TBC,Tbilisi Airways,Tbilisi Airways
TBD,Thunderbird Tours,Thunderbird Tours
TBG,Tropical Airways,Tropical Airways
TBH,Trinity Air Bahamas,Trinity Air Bahamas
TBI,TAB Express Interna,TAB Express International
TBJ,TAG Aviation Asia,TAG Aviation Asia
TBL,Aerotrebol,Aerotrebol
TBM,Taban Air Lines,Taban Air Lines
TBN,Taban Airlines,Taban Airlines
TBO,Aero Taxi de Los,Aero Taxi de Los Cabos
TBR,Tubelair,Tubelair
TBS,Servicios Aéreos,Servicios Aéreos Tribasa
TBX,Tobago Express,Tobago Express
TBZ,ATA Airlines,ATA Airlines
TCA,Tropican Air,Tropican Air Services
TCB,Transporte del,Transporte del Caribe
TCC,Trans Continental,Trans Continental Airlines
TCD,Tchad Airlines,Tchad Airlines
TCE,Trans-Colorado,Trans-Colorado Airlines
TCF,Shuttle America,Shuttle America
TCG,Thai Air Cargo,Thai Air Cargo
TCH,Transcontinental,Transcontinental Air
TCI,Amber Aviation,Amber Aviation
TCJ,TAG Aviation,TAG Aviation
TCL,Coastal Air Transpo,Coastal Air Transport
TCM,Teledyne Continenta,Teledyne Continental Motors
TCN,Trans Continental,Trans Continental Airlines
TCO,Aerotranscolombina,Aerotranscolombina de Carga
TCP,Transcorp Airways,Transcorp Airways
TCR,Lanaes Aereas,Lanaes Aereas Trans Costa Rica
TCT,Transcontinental,Transcontinental Sur
TCU,Transglobal Airways,Transglobal Airways Corporation
TCV,TACV,TACV
TCY,Twin Cities Air,Twin Cities Air Service
TDB,Welch Aviation,Welch Aviation
TDC,Tadair,Tadair
TDE,Tellavia / Flight,Tellavia / Flight One
TDG,Air Cargo Express,Air Cargo Express
TDI,Transportes Aéreos,Transportes Aéreos de Ixtlán
TDM,Tandem Aero,Tandem Aero
TDO,TRADO,TRADO
TDR,Trade Air,Trade Air
TDS,Tsaradia,Tsaradia
TDT,Atlas Helicopters,Atlas Helicopters
TDV,Taxi Aero Nacional,Taxi Aero Nacional Del Evora
TDX,Tradewinds Airlines,Tradewinds Airlines
TDY,Air Today,Air Today
TEA,Executive Turbine,Executive Turbine Aviation
TEB,Tenir Airlines,Tenir Airlines
TEC,ADI Shuttle Group,ADI Shuttle Group
TED,Aero Servicios,Aero Servicios Azteca
TEE,West Freugh DTEO,West Freugh DTEO
TEF,Tecnicas Fotografic,Tecnicas Fotograficas
TEH,Tempelhof Airways,Tempelhof Airways
TEJ,Aero Jet,Aero Jet
TEL,Telford Aviation,Telford Aviation
TEM,Tech-Mont Helicopte,Tech-Mont Helicopter Company
TEN,Tennessee Airways,Tennessee Airways
TEP,Transeuropean,Transeuropean Airlines
TER,Territorial Airline,Territorial Airlines
TES,TAES Transportes,TAES Transportes Aéreos de El Salvador
TET,Tepavia-Trans,Tepavia-Trans Airlines
TEU,TAG Aviation Malta,TAG Aviation Malta
TEX,Catex,Catex
TEZ,Tez Jet Airlines,Tez Jet Airlines
TFA,Trans-Florida,Trans-Florida Airlines
TFB,Tair Airways,Tair Airways
TFF,Talon Air,Talon Air
TFG,MAS Airways,MAS Airways
TFH,Thai Flying Helicop,Thai Flying Helicopter Service
TFI,Transport Facilitat,Transport Facilitators
TFK,Transafrik Internat,Transafrik International
TFL,TUI fly Netherlands,TUI fly Netherlands
TFN,Norwegian Aviation,Norwegian Aviation College
TFO,Transportes Aéreos,Transportes Aéreos del Pacífico
TFR,Toll Aviation,Toll Aviation
TFT,Thai Flying Service,Thai Flying Service
TFU,213 Flight Unit,213 Flight Unit
TFX,Team Global Express,Team Global Express
TFY,Tayside Aviation,Tayside Aviation
TGC,TG Aviation,TG Aviation
TGE,Trabajos Aéreos,Trabajos Aéreos
TGG,Tigerair Australia,Tigerair Australia
TGI,Air Tengri,Air Tengri
TGM,TAG Aviation Espana,TAG Aviation Espana
TGN,Trigana Air Service,Trigana Air Service
TGO,Transport Canada,Transport Canada
TGT,SAAB Nyge Aero,SAAB Nyge Aero
TGU,Transportes Aéreos,Transportes Aéreos Guatemaltecos
TGW,Scoot,Scoot
TGX,Transair Gabon,Transair Gabon
TGY,Trans Guyana,Trans Guyana Airways
TGZ,Georgian Airways,Georgian Airways
THA,Thai Airways,Thai Airways International
THB,Spark Air,Spark Air
THC,Tar Heel Aviation,Tar Heel Aviation
THE,Toumai Air Tchad,Toumai Air Tchad
THF,Touraine Helicopter,Touraine Helicoptere
THG,Thai Global Airline,Thai Global Airline
THJ,Thai Jet Intergroup,Thai Jet Intergroup
THK,Turk Hava Kurumu,Turk Hava Kurumu Hava Taksi Isletmesi
THM,Airmark Aviation,Airmark Aviation
THN,International,International Security Assistance Force
THO,TACA De Honduras,TACA De Honduras
THR,Tehran Airline,Tehran Airline
THT,Air Tahiti Nui,Air Tahiti Nui
THU,Thunder Airlines,Thunder Airlines
THY,Turkish Airlines,Turkish Airlines
THZ,Trans Helicoptere,Trans Helicoptere Service
TIA,Trans International,Trans International Airlines
TIB,TRIP Linhas Aéreas,TRIP Linhas Aéreas
TIC,Travel Internationa,Travel International Air Charters
TID,Air Tindi,Air Tindi
TIE,Time Air,Time Air
TIH,S C Ion Tiriac,S C Ion Tiriac
TIK,Tic Air,Tic Air
TIL,Tajikistan Internat,Tajikistan International Airlines
TIM,TEAM Linhas Aéreas,TEAM Linhas Aéreas
TIN,Air Tindi,Air Tindi
TIP,C and M Aviation,C and M Aviation
TIR,Antair,Antair
TIS,Tesis,Tesis
TIW,Transcarga Intl,Transcarga Intl Airways
TJB,Tayran Jet,Tayran Jet
TJD,Aliserio,Aliserio
TJJ,GullivAir,GullivAir
TJK,Tajikair,Tajikair
TJN,Tien-Shan,Tien-Shan
TJS,Tyrolean Jet,Tyrolean Jet Services
TJT,Twin Jet,Twin Jet
TKC,Tikal Jets Airlines,Tikal Jets Airlines
TKE,Take Air Line,Take Air Line
TKJ,AJet,AJet
TKN,Fly Kish Airlines,Fly Kish Airlines
TKR,Canadian Interagenc,Canadian Interagency Forest Fire Centre
TKX,Tropical Internatio,Tropical International Airways
TLA,Translift Airways,Translift Airways
TLB,Atlantique Air,Atlantique Air Assistance
TLC,Caribbean Express,Caribbean Express
TLD,Aereo Taxi Autlan,Aereo Taxi Autlan
TLE,Aero Util,Aero Util
TLF,Transport Africa,Transport Africa
TLJ,Thalair,Thalair
TLK,Starlink Aviation,Starlink Aviation
TLL,Trans Atlantic,Trans Atlantic Airlines
TLM,Thai Lion Air,Thai Lion Air
TLO,Eagle Canyon,Eagle Canyon Airlines
TLP,Tulip Air,Tulip Air
TLR,Air Libya,Air Libya
TLS,TLC Air,TLC Air
TLT,Turtle Airways,Turtle Airways
TLU,Aero Toluca Interna,Aero Toluca Internactional
TLV,Travelair,Travelair
TLW,Teamline Air,Teamline Air
TLX,Telesis Transair,Telesis Transair
TLY,Top-Fly,Top-Fly
TMA,Trans Mediterranean,Trans Mediterranean Airlines
TMC,Travel Management,Travel Management Company
TMD,Transmed Airlines,Transmed Airlines
